component,column_system_id,column_category,column_type,manufacturer,material_family,construction_method,section_type,column_role,unit,column_height,column_width,column_depth,axial_capacity,moment_capacity,maximum_story_count,slenderness_limit,fire_rating,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_beam_types,supports_low_rise,supports_mid_rise,supports_high_rise,concrete_volume,steel_volume,rebar_volume,pt_volume,timber_volume,source,notes,notes.1,shape_key,A_in2,d_in,bf_in,tw_in,Ix_in4,Zx_in3,Sx_in3,rx_in,Iy_in4,Zy_in3,Sy_in3,ry_in,source_standard,source_format,native_unit_system,A_mm2,d_mm,bf_mm,tw_mm,Ix_mm4,Zx_mm3,Sx_mm3,rx_mm,Iy_mm4,Zy_mm3,Sy_mm3,ry_mm,Av_mm2,shape_family,section_designation,mass_kg_m,tf_mm,r_mm,d_between_fillets_mm,A_cm2
column,aisc_hss88.9x88.9x6.4,steel_section,HSS88.9X88.9X6.4,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.291667,0.291667,253.78982745658345,19.803,0.16919321830438896,104.4776119402985,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.020236,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X88P9X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1880.0,,,,2100000.0,57400.0,47200.0,33.5,2100000.0,57400.0,47200.0,33.5,1128.0,,,,,,,
column,aisc_hss88.9x88.9x4.8,steel_section,HSS88.9X88.9X4.8,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.291667,0.291667,204.24038495315529,15.594,0.13616025663543685,102.04081632653062,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.015608,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X88P9X4P8,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1450.0,,,,1690000.0,45200.0,37900.0,34.3,1690000.0,45200.0,37900.0,34.3,870.0,,,,,,,
column,aisc_hss88.9x88.9x3.2,steel_section,HSS88.9X88.9X3.2,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.291667,0.291667,146.23128153450762,10.902,0.09748752102300508,100.57471264367817,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.010699,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X88P9X3P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,994.0,,,,1210000.0,31600.0,27200.0,34.8,1210000.0,31600.0,27200.0,34.8,596.4,,,,,,,
column,aisc_hss88.9x63.5x9.5,steel_section,HSS88.9X63.5X9.5,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.291667,138.98014360717667,15.9735,0.09265342907145112,152.17391304347825,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.023573,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X63P5X9P5,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,2190.0,,,,1980000.0,58800.0,44500.0,30.1,1150000.0,46300.0,36300.0,23.0,1314.0,,,,,,,
column,aisc_hss88.9x63.5x7.9,steel_section,HSS88.9X63.5X7.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.291667,128.10343671618023,14.283,0.08540229114412015,148.3050847457627,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.020451,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X63P5X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1900.0,,,,1810000.0,52500.0,40700.0,30.9,1060000.0,41400.0,33300.0,23.6,1140.0,,,,,,,
column,aisc_hss88.9x63.5x6.4,steel_section,HSS88.9X63.5X6.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.291667,112.15093327605213,12.213,0.07476728885070141,144.03292181069958,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.016899,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X63P5X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1570.0,,,,1580000.0,44800.0,35500.0,31.7,928000.0,35400.0,29200.0,24.3,942.0,,,,,,,
column,aisc_hss88.9x63.5x4.8,steel_section,HSS88.9X63.5X4.8,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.291667,91.84774707952546,9.7635,0.061231831386350306,140.0,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.013132,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X63P5X4P8,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1220.0,,,,1290000.0,35700.0,28900.0,32.5,760000.0,28300.0,23900.0,25.0,732.0,,,,,,,
column,aisc_hss88.9x63.5x3.2,steel_section,HSS88.9X63.5X3.2,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.291667,66.83132123023366,6.9345,0.044554214153489105,136.71875,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.009031,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X63P5X3P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,839.0,,,,929000.0,25300.0,20900.0,33.2,553000.0,20100.0,17400.0,25.6,503.4,,,,,,,
column,aisc_hss88.9x50.8x6.4,steel_section,HSS88.9X50.8X6.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.166667,0.291667,65.38109364476746,8.9355,0.043587395763178306,179.48717948717947,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.015392,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X50P8X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1430.0,,,,1320000.0,38700.0,29700.0,30.5,541000.0,25900.0,21300.0,19.5,858.0,,,,,,,
column,aisc_hss88.9x50.8x4.8,steel_section,HSS88.9X50.8X4.8,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.166667,0.291667,54.38353445498218,7.176,0.036255689636654785,174.12935323383084,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.01184,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X50P8X4P8,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1100.0,,,,1090000.0,31000.0,24400.0,31.2,450000.0,20800.0,17700.0,20.1,660.0,,,,,,,
column,aisc_hss88.9x50.8x3.2,steel_section,HSS88.9X50.8X3.2,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.166667,0.291667,40.00211089910911,5.1405,0.026668073932739407,168.26923076923077,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.008267,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X50P8X3P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,768.0,,,,791000.0,22000.0,17900.0,32.3,331000.0,14900.0,13000.0,20.8,460.79999999999995,,,,,,,
column,aisc_hss88.9x38.1x6.4,steel_section,HSS88.9X38.1X6.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.125,0.291667,32.146711477833904,6.003,0.021431140985222603,241.3793103448276,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.01367,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X38P1X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1270.0,,,,1060000.0,32400.0,23900.0,29.0,266000.0,17400.0,13900.0,14.5,762.0,,,,,,,
column,aisc_hss88.9x38.1x4.8,steel_section,HSS88.9X38.1X4.8,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.125,0.291667,27.31261952627994,4.899,0.018208413017519957,231.78807947019868,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.010699,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X38P1X4P8,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,994.0,,,,882000.0,26200.0,19800.0,29.7,226000.0,14200.0,11900.0,15.1,596.4,,,,,,,
column,aisc_hss88.9x38.1x3.2,steel_section,HSS88.9X38.1X3.2,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.125,0.291667,20.665743092893226,3.5535,0.013777162061928817,222.9299363057325,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.007427,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS88P9X38P1X3P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,690.0,,,,653000.0,18800.0,14700.0,30.7,171000.0,10300.0,8980.0,15.7,414.0,,,,,,,
column,aisc_hss76.2x76.2x9.5,steel_section,HSS76.2X76.2X9.5,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.25,0.25,189.7381090984934,18.3885,0.12649207273232893,130.1115241635688,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.023573,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X76P2X9P5,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,2190.0,,,,1570000.0,53300.0,41300.0,26.9,1570000.0,53300.0,41300.0,26.9,1314.0,,,,,,,
column,aisc_hss76.2x76.2x7.9,steel_section,HSS76.2X76.2X7.9,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.25,0.25,174.02731025594298,16.3875,0.11601820683729532,127.73722627737227,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.020451,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X76P2X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1900.0,,,,1440000.0,47500.0,37700.0,27.4,1440000.0,47500.0,37700.0,27.4,1140.0,,,,,,,
column,aisc_hss76.2x76.2x6.4,steel_section,HSS76.2X76.2X6.4,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.25,0.25,152.2738964739501,14.007,0.1015159309826334,124.11347517730496,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.016899,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X76P2X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1570.0,,,,1260000.0,40600.0,32900.0,28.2,1260000.0,40600.0,32900.0,28.2,942.0,,,,,,,
column,aisc_hss76.2x76.2x4.8,steel_section,HSS76.2X76.2X4.8,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.25,0.25,123.26934476462625,11.143499999999998,0.0821795631764175,120.6896551724138,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.013132,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X76P2X4P8,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1220.0,,,,1020000.0,32299.999999999996,26900.0,29.0,1020000.0,32299.999999999996,26900.0,29.0,732.0,,,,,,,
column,aisc_hss76.2x76.2x3.2,steel_section,HSS76.2X76.2X3.2,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,0.25,0.25,89.55155340253731,7.9005,0.059701035601691536,117.84511784511785,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.009031,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X76P2X3P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,839.0,,,,741000.0,22900.0,19500.0,29.7,741000.0,22900.0,19500.0,29.7,503.4,,,,,,,
column,aisc_hss76.2x63.5x7.9,steel_section,HSS76.2X63.5X7.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.25,109.6130350014863,12.4545,0.07307535666765753,151.5151515151515,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.018299,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X63P5X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1700.0,,,,1220000.0,41100.0,31800.0,26.7,907000.0,36100.0,28500.0,23.1,1020.0,,,,,,,
column,aisc_hss76.2x63.5x6.4,steel_section,HSS76.2X63.5X6.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.25,97.04439592744598,10.7295,0.06469626395163065,147.67932489451476,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.015392,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X63P5X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1430.0,,,,1070000.0,35400.0,28200.0,27.4,803000.0,31100.0,25200.0,23.7,858.0,,,,,,,
column,aisc_hss76.2x63.5x4.8,steel_section,HSS76.2X63.5X4.8,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.25,80.00422179821823,8.5905,0.053336147865478814,142.85714285714286,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.01184,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X63P5X4P8,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1100.0,,,,878000.0,28300.0,23100.0,28.2,662000.0,24900.0,20800.0,24.5,660.0,,,,,,,
column,aisc_hss76.2x63.5x3.2,steel_section,HSS76.2X63.5X3.2,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.208333,0.25,58.37166031501421,6.1755,0.03891444021000948,139.4422310756972,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.008267,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X63P5X3P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,768.0,,,,641000.0,20200.0,16900.0,29.0,483000.0,17900.0,15300.0,25.1,460.79999999999995,,,,,,,
column,aisc_hss76.2x50.8x7.9,steel_section,HSS76.2X50.8X7.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.166667,0.25,62.35978617504623,8.9355,0.041573190783364154,190.21739130434784,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.016361,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS76P2X50P8X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,1520.0,,,,991000.0,34600.0,26100.0,25.7,516000.0,25900.0,20300.0,18.4,912.0,,,,,,,
