component,system_id,category,type,span_behavior,manufacturer,unit,length,width,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,material_concrete_id,material_screed_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,concrete_volume,screed_volume,steel_volume,rebar_volume,pt_volume,timber_volume,source
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.33464567,,0,0.00333333,48.3,187,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g22_L13ft_W187psf,0.33310345,0,0.004285714,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.33464567,,0,0.00333333,48.3,153,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g22_L14ft_W153psf,0.33310345,0,0.004285714,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.33464567,,0,0.00333333,48.3,126,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g22_L15ft_W126psf,0.33310345,0,0.004285714,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.33464567,,0,0.00333333,48.3,104,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g22_L16ft_W104psf,0.33310345,0,0.004285714,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.33464567,,0,0.00333333,48.3,71,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g22_L18ft_W71psf,0.33310345,0,0.004285714,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.33464567,,0,0.00333333,48.3,47,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g22_L20ft_W47psf,0.33310345,0,0.004285714,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.33464567,,0,0.00333333,48.3,430,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L10ft_W430psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.33464567,,0,0.00333333,48.3,282,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L12ft_W282psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.33464567,,0,0.00333333,48.3,232,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L13ft_W232psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.33464567,,0,0.00333333,48.3,192,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L14ft_W192psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.33464567,,0,0.00333333,48.3,160,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L15ft_W160psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.33464567,,0,0.00333333,48.3,134,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L16ft_W134psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.33464567,,0,0.00333333,48.3,94,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L18ft_W94psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.33464567,,0,0.00333333,48.3,65,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g20_L20ft_W65psf,0.33310345,0,0.005306122,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.33464567,,0,0.00333333,48.3,564,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L10ft_W564psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.33464567,,0,0.00333333,48.3,374,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L12ft_W374psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.33464567,,0,0.00333333,48.3,311,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L13ft_W311psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.33464567,,0,0.00333333,48.3,260,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L14ft_W260psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.33464567,,0,0.00333333,48.3,219,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L15ft_W219psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.33464567,,0,0.00333333,48.3,186,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L16ft_W186psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.33464567,,0,0.00333333,48.3,135,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L18ft_W135psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.33464567,,0,0.00333333,48.3,98,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g18_L20ft_W98psf,0.33310345,0,0.006938776,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.33464567,,0,0.00333333,48.3,700,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L10ft_W700psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.33464567,,0,0.00333333,48.3,469,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L12ft_W469psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.33464567,,0,0.00333333,48.3,391,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L13ft_W391psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.33464567,,0,0.00333333,48.3,329,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L14ft_W329psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.33464567,,0,0.00333333,48.3,279,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L15ft_W279psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.33464567,,0,0.00333333,48.3,238,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L16ft_W238psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.33464567,,0,0.00333333,48.3,176,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L18ft_W176psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.33464567,,0,0.00333333,48.3,131,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d4in_g16_L20ft_W131psf,0.33310345,0,0.00877551,0.009993104,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.43635171,,0,0.00333333,63.4,454,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L10ft_W454psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.43635171,,0,0.00333333,63.4,293,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L12ft_W293psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.43635171,,0,0.00333333,63.4,239,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L13ft_W239psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.43635171,,0,0.00333333,63.4,196,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L14ft_W196psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.43635171,,0,0.00333333,63.4,161,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L15ft_W161psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.43635171,,0,0.00333333,63.4,132,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L16ft_W132psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.43635171,,0,0.00333333,63.4,89,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L18ft_W89psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.43635171,,0,0.00333333,63.4,58,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g22_L20ft_W58psf,0.43724138,0,0.004285714,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.43635171,,0,0.00333333,63.4,555,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L10ft_W555psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.43635171,,0,0.00333333,63.4,363,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L12ft_W363psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.43635171,,0,0.00333333,63.4,298,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L13ft_W298psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.43635171,,0,0.00333333,63.4,247,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L14ft_W247psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.43635171,,0,0.00333333,63.4,205,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L15ft_W205psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.43635171,,0,0.00333333,63.4,171,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L16ft_W171psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.43635171,,0,0.00333333,63.4,120,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L18ft_W120psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.43635171,,0,0.00333333,63.4,83,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g20_L20ft_W83psf,0.43724138,0,0.005306122,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.43635171,,0,0.00333333,63.4,732,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L10ft_W732psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.43635171,,0,0.00333333,63.4,485,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L12ft_W485psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.43635171,,0,0.00333333,63.4,403,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L13ft_W403psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.43635171,,0,0.00333333,63.4,337,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L14ft_W337psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.43635171,,0,0.00333333,63.4,284,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L15ft_W284psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.43635171,,0,0.00333333,63.4,240,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L16ft_W240psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.43635171,,0,0.00333333,63.4,174,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L18ft_W174psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.43635171,,0,0.00333333,63.4,127,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g18_L20ft_W127psf,0.43724138,0,0.006938776,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.43635171,,0,0.00333333,63.4,914,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L10ft_W914psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.43635171,,0,0.00333333,63.4,611,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L12ft_W611psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.43635171,,0,0.00333333,63.4,510,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L13ft_W510psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.43635171,,0,0.00333333,63.4,429,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L14ft_W429psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.43635171,,0,0.00333333,63.4,364,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L15ft_W364psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.43635171,,0,0.00333333,63.4,310,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L16ft_W310psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.43635171,,0,0.00333333,63.4,229,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L18ft_W229psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.43635171,,0,0.00333333,63.4,171,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p25in_g16_L20ft_W171psf,0.43724138,0,0.00877551,0.013117241,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.45931759,,0,0.00333333,66.5,475,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L10ft_W475psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.45931759,,0,0.00333333,66.5,306,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L12ft_W306psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.45931759,,0,0.00333333,66.5,249,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L13ft_W249psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.45931759,,0,0.00333333,66.5,204,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L14ft_W204psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.45931759,,0,0.00333333,66.5,168,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L15ft_W168psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.45931759,,0,0.00333333,66.5,138,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L16ft_W138psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.45931759,,0,0.00333333,66.5,93,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L18ft_W93psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.45931759,,0,0.00333333,66.5,61,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g22_L20ft_W61psf,0.45862069,0,0.004285714,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.45931759,,0,0.00333333,66.5,580,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L10ft_W580psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.45931759,,0,0.00333333,66.5,379,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L12ft_W379psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.45931759,,0,0.00333333,66.5,312,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L13ft_W312psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.45931759,,0,0.00333333,66.5,258,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L14ft_W258psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.45931759,,0,0.00333333,66.5,215,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L15ft_W215psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.45931759,,0,0.00333333,66.5,179,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L16ft_W179psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.45931759,,0,0.00333333,66.5,125,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L18ft_W125psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,20,,0.45931759,,0,0.00333333,66.5,87,0,20,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g20_L20ft_W87psf,0.45862069,0,0.005306122,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,10,,0.45931759,,0,0.00333333,66.5,767,0,10,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L10ft_W767psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,12,,0.45931759,,0,0.00333333,66.5,508,0,12,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L12ft_W508psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,13,,0.45931759,,0,0.00333333,66.5,422,0,13,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L13ft_W422psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,14,,0.45931759,,0,0.00333333,66.5,353,0,14,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L14ft_W353psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,15,,0.45931759,,0,0.00333333,66.5,297,0,15,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L15ft_W297psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,16,,0.45931759,,0,0.00333333,66.5,251,0,16,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L16ft_W251psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
floor,verco_2_0D_NWC,composite,composite_deck,one-way,"Verco Decking, Inc.",imperial,18,,0.45931759,,0,0.00333333,66.5,182,0,18,us_nw_concrete,screed,,rebar,,,,verco_2_0D_NWC_d5p5in_g18_L18ft_W182psf,0.45862069,0,0.006938776,0.013758621,,,Verco Deck Solutions p103 NWC
