system_variant,system_family,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,steel_volume,timber_volume,material_concrete_id,material_pt_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,source,notes,span_evaluated_m,carbon_total_kgCO2,carbon_per_m2,cost_total,cost_per_m2,_carbon_breakdown,evaluated_span_m,type,category
verco_PLB_LWC_42,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1193.0,1170.0,5.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L5ft_W1193psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_43,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,817.0,677.0,6.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L6ft_W817psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_44,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,591.0,426.0,7.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L7ft_W591psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_45,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,444.0,285.0,8.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L8ft_W444psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_46,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,343.0,200.0,9.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L9ft_W343psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_47,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,271.0,146.0,10.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L10ft_W271psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_48,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,177.0,84.0,12.0,0.33363636,0.734,,us_lw_concrete,us_steel_20,,,,verco_PLB_36_B_36_LWC_d4in_g20_L12ft_W177psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_20', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_49,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1771.0,2575.0,4.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L4ft_W1771psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_5,verco_PLB_LWC,0.29199475,,,0.00333333,32.1,301.0,178.0,8.0,0.29181818,0.642,,us_lw_concrete,us_steel_22,,,,verco_PLB_36_B_36_LWC_d3p5in_g22_L8ft_W301psf,,,0.0,10251.853894021231,10251.853894021231,25.709345224834,25.709345224834,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.29181818, 'qty_kg': 514.18363316, 'a1a3': 7.070024955949999, 'a4': 1.5425508994800001, 'a5': 2.5709181658, 'total': 11.183494021229999, 'cost': 25.709181658}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.642, 'qty_kg': 5039.7, 'a1a3': 10079.4, 'a4': 60.4764, 'a5': 100.794, 'total': 10240.670399999999, 'cost': 0.000163566834}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_22', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_50,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1410.0,1318.0,5.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L5ft_W1410psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_51,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1040.0,762.0,6.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L6ft_W1040psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_52,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,754.0,480.0,7.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L7ft_W754psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_53,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,569.0,321.0,8.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L8ft_W569psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_54,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,442.0,226.0,9.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L9ft_W442psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_55,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,351.0,164.0,10.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L10ft_W351psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_56,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,232.0,95.0,12.0,0.33363636,0.734,,us_lw_concrete,us_steel_18,,,,verco_PLB_36_B_36_LWC_d4in_g18_L12ft_W232psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_18', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_57,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1771.0,2825.0,4.0,0.33363636,0.734,,us_lw_concrete,us_steel_16,,,,verco_PLB_36_B_36_LWC_d4in_g16_L4ft_W1771psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_16', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_58,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1409.0,1446.0,5.0,0.33363636,0.734,,us_lw_concrete,us_steel_16,,,,verco_PLB_36_B_36_LWC_d4in_g16_L5ft_W1409psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_16', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_59,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,1168.0,837.0,6.0,0.33363636,0.734,,us_lw_concrete,us_steel_16,,,,verco_PLB_36_B_36_LWC_d4in_g16_L6ft_W1168psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_16', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_6,verco_PLB_LWC,0.29199475,,,0.00333333,32.1,231.0,125.0,9.0,0.29181818,0.642,,us_lw_concrete,us_steel_22,,,,verco_PLB_36_B_36_LWC_d3p5in_g22_L9ft_W231psf,,,0.0,10251.853894021231,10251.853894021231,25.709345224834,25.709345224834,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.29181818, 'qty_kg': 514.18363316, 'a1a3': 7.070024955949999, 'a4': 1.5425508994800001, 'a5': 2.5709181658, 'total': 11.183494021229999, 'cost': 25.709181658}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.642, 'qty_kg': 5039.7, 'a1a3': 10079.4, 'a4': 60.4764, 'a5': 100.794, 'total': 10240.670399999999, 'cost': 0.000163566834}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_22', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_60,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,906.0,527.0,7.0,0.33363636,0.734,,us_lw_concrete,us_steel_16,,,,verco_PLB_36_B_36_LWC_d4in_g16_L7ft_W906psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_16', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
verco_PLB_LWC_61,verco_PLB_LWC,0.33464567,,,0.00333333,36.7,685.0,353.0,8.0,0.33363636,0.734,,us_lw_concrete,us_steel_16,,,,verco_PLB_36_B_36_LWC_d4in_g16_L8ft_W685psf,,,0.0,11720.96691304246,11720.96691304246,29.393550322318,29.393550322318,"[{'material_id': 'us_lw_concrete', 'category': 'concrete', 'qty_m3': 0.33363636, 'qty_kg': 587.86726632, 'a1a3': 8.0831749119, 'a4': 1.76360179896, 'a5': 2.9393363316, 'total': 12.78611304246, 'cost': 29.393363316}, {'material_id': 'steel', 'category': 'steel_m3', 'qty_m3': 0.734, 'qty_kg': 5761.9, 'a1a3': 11523.8, 'a4': 69.1428, 'a5': 115.238, 'total': 11708.180799999998, 'cost': 0.00018700631799999998}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'us_steel_16', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
