system_variant,system_family,unit,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,screed_volume,steel_volume,rebar_volume,pt_volume,timber_volume,material_concrete_id,material_screed_id,material_pt_id,material_steel_id,material_rebar_id,material_timber_id,ebc_mm,beam_ref,source
fsw_unpropped_150_18,fsw_unpropped_150,metric,0.15,,0.1,,,,7.0,6.0,0.15625,0.1,,0.0046875,,,concrete,screed,,,rebar,,,fsw_unpropped_150_100_250_LL7_S6.00,
spcf_nu_150_75_propped_1,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,0.75,7.3,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL0.75_S7.3,
spcf_nu_150_75_unpropped_1,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,0.75,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL0.75_S3.8,
spcf_nu_150_75_propped_2,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,1.5,6.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL1.5_S6.8,
spcf_nu_150_75_unpropped_2,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,1.5,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL1.5_S3.8,
spcf_nu_150_75_propped_3,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,2.0,6.6,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL2.0_S6.6,
spcf_nu_150_75_unpropped_3,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,2.0,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL2.0_S3.8,
spcf_nu_150_75_propped_4,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,2.5,6.4,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL2.5_S6.4,
spcf_nu_150_75_unpropped_4,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,2.5,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL2.5_S3.8,
spcf_nu_150_75_propped_5,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,3.0,6.2,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL3.0_S6.2,
spcf_nu_150_75_unpropped_5,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,3.0,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL3.0_S3.8,
spcf_nu_150_75_propped_6,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,4.0,5.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL4.0_S5.8,
spcf_nu_150_75_unpropped_6,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,4.0,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL4.0_S3.8,
spcf_nu_150_75_propped_7,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,5.0,5.5,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL5.0_S5.5,
spcf_nu_150_75_unpropped_7,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,5.0,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL5.0_S3.8,
spcf_nu_150_75_propped_8,spcf_nu_150_75_propped,metric,0.15,,0.075,,3.6,,10.0,4.5,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_propped_LL10.0_S4.5,
spcf_nu_150_75_unpropped_8,spcf_nu_150_75_unpropped,metric,0.15,,0.075,,3.6,,10.0,3.8,0.15,0.075,,0.0045,,,concrete,screed,,,rebar,,,spcf_nu_150_75_unpropped_LL10.0_S3.8,
spcf_nu_175_100_propped_1,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,0.75,8.1,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL0.75_S8.1,
spcf_nu_175_100_unpropped_1,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,0.75,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL0.75_S5.0,
spcf_nu_175_100_propped_2,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,1.5,7.7,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL1.5_S7.7,
spcf_nu_175_100_unpropped_2,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,1.5,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL1.5_S5.0,
spcf_nu_175_100_propped_3,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,2.0,7.4,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL2.0_S7.4,
spcf_nu_175_100_unpropped_3,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,2.0,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL2.0_S5.0,
spcf_nu_175_100_propped_4,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,2.5,7.2,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL2.5_S7.2,
spcf_nu_175_100_unpropped_4,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,2.5,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL2.5_S5.0,
spcf_nu_175_100_propped_5,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,3.0,7.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL3.0_S7.0,
spcf_nu_175_100_unpropped_5,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,3.0,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL3.0_S5.0,
spcf_nu_175_100_propped_6,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,4.0,6.6,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL4.0_S6.6,
spcf_nu_175_100_unpropped_6,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,4.0,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL4.0_S5.0,
spcf_nu_175_100_propped_7,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,5.0,6.3,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL5.0_S6.3,
spcf_nu_175_100_unpropped_7,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,5.0,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL5.0_S5.0,
spcf_nu_175_100_propped_8,spcf_nu_175_100_propped,metric,0.175,,0.1,,4.2,,10.0,5.1,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_propped_LL10.0_S5.1,
spcf_nu_175_100_unpropped_8,spcf_nu_175_100_unpropped,metric,0.175,,0.1,,4.2,,10.0,5.0,0.175,0.1,,0.00525,,,concrete,screed,,,rebar,,,spcf_nu_175_100_unpropped_LL10.0_S5.0,
spcf_wu_165_up50_unpropped_1,spcf_wu_165_up50_unpropped,metric,0.165,,0.055,,,,25.0,3.0,0.165,0.055,,0.00495,,,concrete,screed,,,rebar,,50.0,spcf_wu_165_up50_unpropped_LL25_S3.0,
spcf_wu_200_up85_unpropped_1,spcf_wu_200_up85_unpropped,metric,0.2,,0.055,,,,33.0,3.0,0.2,0.055,,0.006,,,concrete,screed,,,rebar,,85.0,spcf_wu_200_up85_unpropped_LL33_S3.0,
spcf_wu_225_up110_unpropped_1,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,39.0,3.0,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL39_S3.0,
spcf_wu_250_up135_unpropped_1,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,45.0,3.0,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL45_S3.0,
spcf_wu_275_up160_unpropped_1,spcf_wu_275_up160_unpropped,metric,0.275,,0.055,,,,51.0,3.0,0.275,0.055,,0.00825,,,concrete,screed,,,rebar,,160.0,spcf_wu_275_up160_unpropped_LL51_S3.0,
spcf_wu_300_up185_unpropped_1,spcf_wu_300_up185_unpropped,metric,0.3,,0.055,,,,57.0,3.0,0.3,0.055,,0.009,,,concrete,screed,,,rebar,,185.0,spcf_wu_300_up185_unpropped_LL57_S3.0,
spcf_wu_165_up50_unpropped_2,spcf_wu_165_up50_unpropped,metric,0.165,,0.055,,,,19.0,3.5,0.165,0.055,,0.00495,,,concrete,screed,,,rebar,,50.0,spcf_wu_165_up50_unpropped_LL19_S3.5,
spcf_wu_200_up85_unpropped_2,spcf_wu_200_up85_unpropped,metric,0.2,,0.055,,,,28.0,3.5,0.2,0.055,,0.006,,,concrete,screed,,,rebar,,85.0,spcf_wu_200_up85_unpropped_LL28_S3.5,
spcf_wu_225_up110_unpropped_2,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,34.0,3.5,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL34_S3.5,
spcf_wu_250_up135_unpropped_2,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,38.0,3.5,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL38_S3.5,
spcf_wu_275_up160_unpropped_2,spcf_wu_275_up160_unpropped,metric,0.275,,0.055,,,,44.0,3.5,0.275,0.055,,0.00825,,,concrete,screed,,,rebar,,160.0,spcf_wu_275_up160_unpropped_LL44_S3.5,
spcf_wu_300_up185_unpropped_2,spcf_wu_300_up185_unpropped,metric,0.3,,0.055,,,,49.0,3.5,0.3,0.055,,0.009,,,concrete,screed,,,rebar,,185.0,spcf_wu_300_up185_unpropped_LL49_S3.5,
spcf_wu_165_up50_unpropped_3,spcf_wu_165_up50_unpropped,metric,0.165,,0.055,,,,11.0,4.0,0.165,0.055,,0.00495,,,concrete,screed,,,rebar,,50.0,spcf_wu_165_up50_unpropped_LL11_S4.0,
spcf_wu_200_up85_unpropped_3,spcf_wu_200_up85_unpropped,metric,0.2,,0.055,,,,25.0,4.0,0.2,0.055,,0.006,,,concrete,screed,,,rebar,,85.0,spcf_wu_200_up85_unpropped_LL25_S4.0,
spcf_wu_225_up110_unpropped_3,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,30.0,4.0,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL30_S4.0,
spcf_wu_250_up135_unpropped_3,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,34.0,4.0,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL34_S4.0,
spcf_wu_275_up160_unpropped_3,spcf_wu_275_up160_unpropped,metric,0.275,,0.055,,,,38.0,4.0,0.275,0.055,,0.00825,,,concrete,screed,,,rebar,,160.0,spcf_wu_275_up160_unpropped_LL38_S4.0,
spcf_wu_300_up185_unpropped_3,spcf_wu_300_up185_unpropped,metric,0.3,,0.055,,,,43.0,4.0,0.3,0.055,,0.009,,,concrete,screed,,,rebar,,185.0,spcf_wu_300_up185_unpropped_LL43_S4.0,
spcf_wu_165_up50_unpropped_4,spcf_wu_165_up50_unpropped,metric,0.165,,0.055,,,,3.0,4.5,0.165,0.055,,0.00495,,,concrete,screed,,,rebar,,50.0,spcf_wu_165_up50_unpropped_LL3_S4.5,
spcf_wu_200_up85_unpropped_4,spcf_wu_200_up85_unpropped,metric,0.2,,0.055,,,,18.0,4.5,0.2,0.055,,0.006,,,concrete,screed,,,rebar,,85.0,spcf_wu_200_up85_unpropped_LL18_S4.5,
spcf_wu_225_up110_unpropped_4,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,26.0,4.5,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL26_S4.5,
spcf_wu_250_up135_unpropped_4,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,30.0,4.5,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL30_S4.5,
spcf_wu_275_up160_unpropped_4,spcf_wu_275_up160_unpropped,metric,0.275,,0.055,,,,34.0,4.5,0.275,0.055,,0.00825,,,concrete,screed,,,rebar,,160.0,spcf_wu_275_up160_unpropped_LL34_S4.5,
spcf_wu_300_up185_unpropped_4,spcf_wu_300_up185_unpropped,metric,0.3,,0.055,,,,38.0,4.5,0.3,0.055,,0.009,,,concrete,screed,,,rebar,,185.0,spcf_wu_300_up185_unpropped_LL38_S4.5,
spcf_wu_200_up85_unpropped_5,spcf_wu_200_up85_unpropped,metric,0.2,,0.055,,,,12.0,5.0,0.2,0.055,,0.006,,,concrete,screed,,,rebar,,85.0,spcf_wu_200_up85_unpropped_LL12_S5.0,
spcf_wu_225_up110_unpropped_5,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,18.0,5.0,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL18_S5.0,
spcf_wu_250_up135_unpropped_5,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,23.0,5.0,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL23_S5.0,
spcf_wu_275_up160_unpropped_5,spcf_wu_275_up160_unpropped,metric,0.275,,0.055,,,,27.0,5.0,0.275,0.055,,0.00825,,,concrete,screed,,,rebar,,160.0,spcf_wu_275_up160_unpropped_LL27_S5.0,
spcf_wu_300_up185_unpropped_5,spcf_wu_300_up185_unpropped,metric,0.3,,0.055,,,,31.0,5.0,0.3,0.055,,0.009,,,concrete,screed,,,rebar,,185.0,spcf_wu_300_up185_unpropped_LL31_S5.0,
spcf_wu_200_up85_unpropped_6,spcf_wu_200_up85_unpropped,metric,0.2,,0.055,,,,8.0,5.5,0.2,0.055,,0.006,,,concrete,screed,,,rebar,,85.0,spcf_wu_200_up85_unpropped_LL8_S5.5,
spcf_wu_225_up110_unpropped_6,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,13.0,5.5,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL13_S5.5,
spcf_wu_250_up135_unpropped_6,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,18.0,5.5,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL18_S5.5,
spcf_wu_275_up160_unpropped_6,spcf_wu_275_up160_unpropped,metric,0.275,,0.055,,,,21.0,5.5,0.275,0.055,,0.00825,,,concrete,screed,,,rebar,,160.0,spcf_wu_275_up160_unpropped_LL21_S5.5,
spcf_wu_300_up185_unpropped_6,spcf_wu_300_up185_unpropped,metric,0.3,,0.055,,,,24.0,5.5,0.3,0.055,,0.009,,,concrete,screed,,,rebar,,185.0,spcf_wu_300_up185_unpropped_LL24_S5.5,
spcf_wu_225_up110_unpropped_7,spcf_wu_225_up110_unpropped,metric,0.225,,0.055,,,,9.0,6.0,0.225,0.055,,0.00675,,,concrete,screed,,,rebar,,110.0,spcf_wu_225_up110_unpropped_LL9_S6.0,
spcf_wu_250_up135_unpropped_7,spcf_wu_250_up135_unpropped,metric,0.25,,0.055,,,,13.0,6.0,0.25,0.055,,0.0075,,,concrete,screed,,,rebar,,135.0,spcf_wu_250_up135_unpropped_LL13_S6.0,
verco_2_0D_NWC_1,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,354.0,0.0,10.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L10ft_W354psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_2,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,229.0,0.0,12.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L12ft_W229psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_3,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,187.0,0.0,13.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L13ft_W187psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_4,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,153.0,0.0,14.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L14ft_W153psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_5,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,126.0,0.0,15.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L15ft_W126psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_6,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,104.0,0.0,16.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L16ft_W104psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_7,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,71.0,0.0,18.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L18ft_W71psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_8,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,47.0,0.0,20.0,0.33310345,0.0,0.004285714,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g22_L20ft_W47psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_9,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,430.0,0.0,10.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L10ft_W430psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_10,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,282.0,0.0,12.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L12ft_W282psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_11,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,232.0,0.0,13.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L13ft_W232psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_12,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,192.0,0.0,14.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L14ft_W192psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_13,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,160.0,0.0,15.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L15ft_W160psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_14,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,134.0,0.0,16.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L16ft_W134psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_15,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,94.0,0.0,18.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L18ft_W94psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_16,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,65.0,0.0,20.0,0.33310345,0.0,0.005306122,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g20_L20ft_W65psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_17,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,564.0,0.0,10.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L10ft_W564psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_18,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,374.0,0.0,12.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L12ft_W374psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_19,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,311.0,0.0,13.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L13ft_W311psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_20,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,260.0,0.0,14.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L14ft_W260psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_21,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,219.0,0.0,15.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L15ft_W219psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_22,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,186.0,0.0,16.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L16ft_W186psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_23,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,135.0,0.0,18.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L18ft_W135psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_24,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,98.0,0.0,20.0,0.33310345,0.0,0.006938776,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g18_L20ft_W98psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_25,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,700.0,0.0,10.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L10ft_W700psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_26,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,469.0,0.0,12.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L12ft_W469psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_27,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,391.0,0.0,13.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L13ft_W391psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_28,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,329.0,0.0,14.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L14ft_W329psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_29,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,279.0,0.0,15.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L15ft_W279psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_30,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,238.0,0.0,16.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L16ft_W238psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_31,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,176.0,0.0,18.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L18ft_W176psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_32,verco_2_0D_NWC,imperial,0.33464567,,0.0,0.00333333,48.3,131.0,0.0,20.0,0.33310345,0.0,0.00877551,0.009993104,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d4in_g16_L20ft_W131psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_33,verco_2_0D_NWC,imperial,0.43635171,,0.0,0.00333333,63.4,454.0,0.0,10.0,0.43724138,0.0,0.004285714,0.013117241,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d5p25in_g22_L10ft_W454psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_34,verco_2_0D_NWC,imperial,0.43635171,,0.0,0.00333333,63.4,293.0,0.0,12.0,0.43724138,0.0,0.004285714,0.013117241,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d5p25in_g22_L12ft_W293psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_35,verco_2_0D_NWC,imperial,0.43635171,,0.0,0.00333333,63.4,239.0,0.0,13.0,0.43724138,0.0,0.004285714,0.013117241,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d5p25in_g22_L13ft_W239psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_36,verco_2_0D_NWC,imperial,0.43635171,,0.0,0.00333333,63.4,196.0,0.0,14.0,0.43724138,0.0,0.004285714,0.013117241,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d5p25in_g22_L14ft_W196psf,Verco Deck Solutions p103 NWC
verco_2_0D_NWC_37,verco_2_0D_NWC,imperial,0.43635171,,0.0,0.00333333,63.4,161.0,0.0,15.0,0.43724138,0.0,0.004285714,0.013117241,,,us_nw_concrete,screed,,,rebar,,,verco_2_0D_NWC_d5p25in_g22_L15ft_W161psf,Verco Deck Solutions p103 NWC
